30,0,OK
01,M1,-3000
10,2148,OK
02,M1,-3000
20,2664,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2676,OK
02,M1,-3000
20,2928,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,3144,OK
02,M1,-3000
20,2904,OK
03,M1,-3000
30,0,OK
01,M1,-3000
10,2856,OK
02,M1,-3000
20,3060,OK
